created_at,current_price,fluctuation_rate,stock_code,stock_name,trading_volume
2021-03-15 21:22:12,"50,500",+1.41%,014820,동원시스템즈,"64,886"
2021-03-15 21:22:12,"28,050",0.00%,051600,한전KPS,"94,795"
2021-03-15 21:22:12,"84,600",-1.05%,013890,지누스,"27,446"
2021-03-15 21:22:12,"62,700",-0.48%,006120,SK디스커버리,"86,866"
2021-03-15 21:22:12,"59,300",-1.33%,214320,이노션,"35,109"
2021-03-15 21:22:12,"78,300",+0.64%,000210,DL,"164,869"
2021-03-15 21:22:12,"22,700",-1.52%,009420,한올바이오파마,"187,985"
2021-03-15 21:22:12,"6,300",+0.48%,003520,영진약품,"482,594"
2021-03-15 21:22:12,"117,000",-0.43%,192820,코스맥스,"68,049"
2021-03-15 21:22:12,"30,000",+1.52%,001120,LG상사,"695,654"
2021-03-15 21:22:12,"3,915",-0.13%,073240,금호타이어,"256,473"
2021-03-15 21:22:12,"80,100",-1.84%,004490,세방전지,"78,981"
2021-03-15 21:22:12,"608,000",-0.49%,000670,영풍,"1,120"
2021-03-15 21:22:12,"15,050",-0.66%,020560,아시아나항공,"566,364"
2021-03-15 21:22:12,"21,050",0.00%,003850,보령제약,"346,301"
2021-03-15 21:22:12,"121,500",0.00%,005300,롯데칠성,"19,820"
2021-03-15 21:22:12,"16,750",+0.30%,114090,GKL,"263,101"
2021-03-15 21:22:12,"56,200",+1.63%,192080,더블유게임즈,"81,214"
2021-03-15 21:22:12,"10,600",+8.61%,005440,현대그린푸드,"4,607,516"
2021-03-15 21:22:12,"923,000",+0.76%,003240,태광산업,723
2021-03-15 21:22:12,"10,600",+2.42%,001230,동국제강,"1,358,130"
2021-03-15 21:22:12,"29,100",+1.75%,079160,CJ CGV,"607,504"
2021-03-15 21:22:12,"15,950",-3.92%,241590,화승엔터프라이즈,"1,060,468"
2021-03-15 21:22:12,"23,900",-0.21%,069260,휴켐스,"322,525"
2021-03-15 21:22:12,"10,250",-0.49%,093370,후성,"629,970"
2021-03-15 21:22:12,"65,400",+0.93%,064960,SNT모티브,"57,519"
2021-03-15 21:22:12,"133,000",-3.62%,192400,쿠쿠홀딩스,"4,545"
2021-03-15 21:22:12,"32,800",-0.30%,103140,풍산,"252,856"
2021-03-15 21:22:12,"77,400",-0.13%,057050,현대홈쇼핑,"19,183"
2021-03-15 21:22:12,"37,150",-0.40%,020000,한섬,"45,465"
2021-03-15 21:22:13,"40,450",+1.13%,284740,쿠쿠홈시스,"78,732"
2021-03-15 21:22:13,"14,300",+2.51%,001800,오리온홀딩스,"291,658"
2021-03-15 21:22:13,"37,800",-1.18%,071840,롯데하이마트,"51,073"
2021-03-15 21:22:13,"25,300",+0.60%,001680,대상,"146,455"
2021-03-15 21:22:13,"49,300",-1.60%,000150,두산,"36,658"
2021-03-15 21:22:13,"20,150",-1.71%,105630,한세실업,"204,509"
2021-03-15 21:22:13,"37,900",-0.66%,079550,LIG넥스원,"92,529"
2021-03-15 21:22:13,"90,100",-0.66%,000070,삼양홀딩스,"18,597"
2021-03-15 21:22:13,"14,500",-1.36%,115390,락앤락,"131,770"
2021-03-15 21:22:13,"7,660",-1.67%,002350,넥센타이어,"231,703"
2021-03-15 21:22:13,"20,000",-1.72%,052690,한전기술,"185,011"
2021-03-15 21:22:13,"189,000",-2.07%,049770,동원F&B,"22,210"
2021-03-15 21:22:13,"75,600",+3.28%,108670,LG하우시스,"111,451"
2021-03-15 21:22:13,"34,500",-1.43%,007570,일양약품,"377,878"
2021-03-15 21:22:13,"11,050",+1.38%,012630,HDC,"249,703"
2021-03-15 21:22:13,"25,300",+0.60%,018250,애경산업,"56,366"
2021-03-15 21:22:13,"29,500",-0.67%,001060,JW중외제약,"27,502"
2021-03-15 21:22:13,"39,000",+0.39%,006390,한일현대시멘트,"60,187"
2021-03-15 21:22:13,"90,000",+3.21%,003230,삼양식품,"39,413"
2021-03-15 21:22:13,"73,400",+0.27%,005610,SPC삼립,"15,017"
2021-03-15 21:22:13,"59,300",+0.51%,145990,삼양사,"31,458"
2021-03-15 21:22:13,"57,800",+0.52%,005180,빙그레,"35,137"
2021-03-15 21:22:13,"12,000",+2.56%,009410,태영건설,"153,291"
2021-03-15 21:22:13,"4,150",-1.78%,008350,남선알미늄,"1,625,087"
